,Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Department city,Department country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Department state,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode,order date (DateOrders)
43,TRANSFER,4,4,-18.80999947,494.9500122,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,James,7701,Lawson,XXXXXXXXX,Consumer,PR,1577 Green Vista,725,3,Footwear,18.25289154,-66.37058258,LATAM,Villa Nueva,Guatemala,7701,2203,191,5,0.01,5525,99.98999786,-0.039999999,5,499.9500122,494.9500122,-18.80999947,Central America,Guatemala,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,02/06/2015 03:27,Standard Class,02/02/2015 03:27
44,TRANSFER,2,4,36,479.9500122,Advance shipping,0,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,9528,Flores,XXXXXXXXX,Consumer,PR,3089 Gentle Horse Chase,725,3,Footwear,18.22190094,-66.37052155,LATAM,Managua,Nicaragua,9528,60146,191,20,0.039999999,150522,99.98999786,0.079999998,5,499.9500122,479.9500122,36,Central America,Managua,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,5/29/2017 23:28,Standard Class,5/27/2017 23:28
45,TRANSFER,4,4,-783.6699829,474.9500122,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Roy,11149,Smith,XXXXXXXXX,Consumer,PR,4601 Amber Grove Hollow,725,3,Footwear,18.28128624,-66.37050629,LATAM,San Miguelito,Panamá,11149,8678,191,25,0.050000001,21674,99.98999786,-1.649999976,5,499.9500122,474.9500122,-783.6699829,Central America,Panamá,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,05/11/2015 15:56,Standard Class,05/07/2015 15:56
46,TRANSFER,2,4,-22.5,449.9599915,Advance shipping,0,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Janet,4781,Smith,XXXXXXXXX,Consumer,PR,8617 Cinder Mountain Forest,725,3,Footwear,18.25534058,-66.37050629,LATAM,Cotia,Brasil,4781,8636,191,50,0.100000001,21551,99.98999786,-0.050000001,5,499.9500122,449.9599915,-22.5,South America,São Paulo,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,05/09/2015 01:13,Standard Class,05/07/2015 01:13
47,TRANSFER,3,4,59.06000137,337.4599915,Advance shipping,0,12,Boxing & MMA,Caguas,Puerto Rico,XXXXXXXXX,Mary,10668,Smith,XXXXXXXXX,Consumer,PR,5087 Crystal Hills Manor,725,3,Footwear,18.23215866,-66.37059021,LATAM,Itapecuru Mirim,Brasil,10668,61192,251,112.4899979,0.25,153077,89.98999786,0.180000007,5,449.9500122,337.4599915,59.06000137,South America,Marañón,PROCESSING,,251,12,,http://images.acmesports.sports/Brooks+Women%27s+Ghost+6+Running+Shoe,Brooks Women's Ghost 6 Running Shoe,89.98999786,0,6/15/2017 5:55,Standard Class,06/12/2017 05:55
48,TRANSFER,2,4,140.9799957,299.9500122,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,5421,Carlson,XXXXXXXXX,Consumer,PR,1548 Lazy Place,725,4,Apparel,18.20737648,-66.37055206,LATAM,León,Nicaragua,5421,55876,365,0,0,139714,59.99000168,0.469999999,5,299.9500122,299.9500122,140.9799957,Central America,León,PROCESSING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,3/28/2017 15:30,Standard Class,3/26/2017 15:30
49,TRANSFER,2,4,81.66000366,296.9500122,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Nicole,10200,Smith,XXXXXXXXX,Consumer,PR,9009 Merry Nectar Heights,725,4,Apparel,18.27331543,-66.37060547,LATAM,Tlalpan,México,10200,53331,365,3,0.01,133251,59.99000168,0.280000001,5,299.9500122,296.9500122,81.66000366,Central America,Distrito Federal,PROCESSING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,2/19/2017 11:52,Standard Class,2/17/2017 11:52
50,TRANSFER,3,4,33.22000122,293.9500122,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,11106,Navarro,XXXXXXXXX,Consumer,PR,6324 Lazy Lane,725,4,Apparel,18.26016426,-66.37059021,LATAM,Cipolletti,Argentina,11106,52562,365,6,0.02,131382,59.99000168,0.109999999,5,299.9500122,293.9500122,33.22000122,South America,Río Negro,PROCESSING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,02/09/2017 06:27,Standard Class,02/06/2017 06:27
51,DEBIT,2,2,21.36000061,427.1799927,Shipping on time,0,62,Cameras ,Caguas,Puerto Rico,XXXXXXXXX,Ila,13179,Knight,XXXXXXXXX,Consumer,PR,2668 Velvet Row ,725,10,Technology,18.25508499,-66.03705597,Europe,Drancy,Francia,13179,69626,1349,24.86000061,0.059999999,172941,452.0400085,0.050000001,1,452.0400085,427.1799927,21.36000061,Western Europe,Isla de Francia,COMPLETE,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,10/15/2017 8:44,Second Class,10/13/2017 8:44
52,DEBIT,2,2,6.900000095,230.1199951,Shipping on time,0,65,Consumer Electronics,Caguas,Puerto Rico,XXXXXXXXX,Demetria,14604,Jarvis,XXXXXXXXX,Consumer,PR,4854 Tawny Cove,725,10,Technology,18.29532433,-66.03705597,Europe,Oldham,Reino Unido,14604,71051,1352,22.76000023,0.090000004,174366,252.8800049,0.029999999,1,252.8800049,230.1199951,6.900000095,Northern Europe,Inglaterra,COMPLETE,,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,0,11/05/2017 03:58,Second Class,11/03/2017 03:58
53,DEBIT,2,2,195.2799988,406.8399963,Shipping on time,0,62,Cameras ,Caguas,Puerto Rico,XXXXXXXXX,Riley,13194,Jones,XXXXXXXXX,Consumer,PR,6370 Emerald Row ,725,10,Technology,18.23524284,-66.03705597,Europe,Girona,España,13194,69641,1349,45.20000076,0.100000001,172956,452.0400085,0.479999989,1,452.0400085,406.8399963,195.2799988,Southern Europe,Cataluña,COMPLETE,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,10/15/2017 13:59,Second Class,10/13/2017 13:59
54,DEBIT,2,2,118.6600037,339.0299988,Shipping on time,0,62,Cameras ,Caguas,Puerto Rico,XXXXXXXXX,Giselle,13024,Farrell,XXXXXXXXX,Consumer,PR,3710 Little Nook ,725,10,Technology,18.29184341,-66.03704834,Europe,Kilwinning,Reino Unido,13024,69471,1349,113.0100021,0.25,172786,452.0400085,0.349999994,1,452.0400085,339.0299988,118.6600037,Northern Europe,Escocia,COMPLETE,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,10/13/2017 2:26,Second Class,10/11/2017 02:26
55,TRANSFER,5,4,28.85000038,128.2200012,Shipping canceled,0,13,Electronics,Freeport,Estados Unidos,XXXXXXXXX,Patricia,1509,Petersen,XXXXXXXXX,Consumer,NY,3675 Emerald Goose Bank,11520,3,Footwear,40.65486527,-73.58707428,USCA,Houston,Estados Unidos,1509,33824,278,6.75,0.050000001,84424,44.99000168,0.230000004,3,134.9700012,128.2200012,28.85000038,US Center ,Texas,SUSPECTED_FRAUD,77041,278,13,,http://images.acmesports.sports/Under+Armour+Men%27s+Compression+EV+SL+Slide,Under Armour Men's Compression EV SL Slide,44.99000168,0,5/13/2016 17:42,Standard Class,05/08/2016 17:42
56,TRANSFER,5,4,133.9100037,278.9700012,Shipping canceled,0,9,Cardio Equipment,Fort Washington,Estados Unidos,XXXXXXXXX,Julie,1636,Petersen,XXXXXXXXX,Consumer,MD,9375 Harvest Circuit,20744,3,Footwear,38.74266434,-76.9917984,USCA,Gilbert,Estados Unidos,1636,31364,191,21,0.07,78398,99.98999786,0.479999989,3,299.9700012,278.9700012,133.9100037,West of USA ,Arizona,SUSPECTED_FRAUD,85234,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,04/07/2016 19:51,Standard Class,04/02/2016 19:51
57,TRANSFER,6,4,79.16000366,272.9700012,Shipping canceled,0,9,Cardio Equipment,Bakersfield,Estados Unidos,XXXXXXXXX,Lisa,2784,Smith,XXXXXXXXX,Consumer,CA,3993 Thunder Hills Port,93304,3,Footwear,35.36254501,-119.0186996,USCA,San Jose,Estados Unidos,2784,40495,191,27,0.090000004,101052,99.98999786,0.289999992,3,299.9700012,272.9700012,79.16000366,West of USA ,California,SUSPECTED_FRAUD,95123,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,8/20/2016 2:51,Standard Class,8/14/2016 2:51
58,TRANSFER,2,4,10.77000046,170.9700012,Shipping canceled,0,17,Cleats,Corona,Estados Unidos,XXXXXXXXX,Tyler,9174,Smith,XXXXXXXXX,Consumer,NY,9414 Thunder Island Court,11368,4,Apparel,40.74210739,-73.86962128,USCA,Fresno,Estados Unidos,9174,34506,365,9,0.050000001,86191,59.99000168,0.059999999,3,179.9700012,170.9700012,10.77000046,West of USA ,California,SUSPECTED_FRAUD,93727,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,5/20/2016 16:38,Standard Class,5/18/2016 16:38
59,TRANSFER,3,4,-284.5299988,167.3699951,Shipping canceled,0,17,Cleats,Cincinnati,Estados Unidos,XXXXXXXXX,Karen,122,Smith,XXXXXXXXX,Consumer,OH,7573 Cozy Goose Road,45238,4,Apparel,39.28849411,-84.3551178,USCA,Peoria,Estados Unidos,122,33607,365,12.60000038,0.07,83892,59.99000168,-1.700000048,3,179.9700012,167.3699951,-284.5299988,West of USA ,Arizona,SUSPECTED_FRAUD,85345,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,05/08/2016 13:40,Standard Class,05/05/2016 13:40
60,TRANSFER,3,4,69.68000031,158.3699951,Shipping canceled,0,17,Cleats,Germantown,Estados Unidos,XXXXXXXXX,Shawn,3800,Smith,XXXXXXXXX,Consumer,MD,5985 Silent Leaf Vale,20874,4,Apparel,39.1836586,-77.26545715,USCA,Cincinnati,Estados Unidos,3800,32617,365,21.60000038,0.119999997,81596,59.99000168,0.439999998,3,179.9700012,158.3699951,69.68000031,East of USA,Ohio,SUSPECTED_FRAUD,45231,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,4/24/2016 2:50,Standard Class,4/21/2016 2:50
61,TRANSFER,2,4,7.480000019,118.7699966,Shipping canceled,0,29,Shop By Sport,Carrollton,Estados Unidos,XXXXXXXXX,Mary,10029,Silva,XXXXXXXXX,Consumer,TX,1230 Crystal Lookout,75006,5,Golf,32.96593094,-96.84902191,USCA,Columbus,Estados Unidos,10029,37496,627,1.200000048,0.01,93579,39.99000168,0.059999999,3,119.9700012,118.7699966,7.480000019,US Center ,Indiana,SUSPECTED_FRAUD,47201,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,07/03/2016 08:10,Standard Class,07/01/2016 08:10
62,TRANSFER,6,4,-24.8199997,132,Shipping canceled,0,24,Women's Apparel,Houston,Estados Unidos,XXXXXXXXX,Willie,2805,Smith,XXXXXXXXX,Consumer,TX,6350 Lost Hollow,77093,5,Golf,29.83435631,-95.33792877,USCA,Ottawa,Canada,2805,49075,502,18,0.119999997,122703,50,-0.189999998,3,150,132,-24.8199997,Canada,Ontario,SUSPECTED_FRAUD,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,12/23/2016 8:48,Standard Class,12/17/2016 8:48
63,TRANSFER,4,4,-76.37000275,99.58000183,Shipping canceled,0,29,Shop By Sport,Carlisle,Estados Unidos,XXXXXXXXX,Mary,12253,Chan,XXXXXXXXX,Consumer,PA,4898 Red Butterfly Autoroute,17013,5,Golf,40.2372818,-76.96795654,USCA,Kitchener,Canada,12253,41623,627,20.38999939,0.170000002,103905,39.99000168,-0.769999981,3,119.9700012,99.58000183,-76.37000275,Canada,Ontario,SUSPECTED_FRAUD,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,09/03/2016 14:02,Standard Class,8/30/2016 14:02
64,TRANSFER,2,4,8.760000229,99.58000183,Shipping canceled,0,29,Shop By Sport,Los Angeles,Estados Unidos,XXXXXXXXX,Nicole,3528,Brooks,XXXXXXXXX,Consumer,CA,7312 Crystal Willow Villas,90023,5,Golf,34.20339966,-118.6059036,USCA,Philadelphia,Estados Unidos,3528,39271,627,20.38999939,0.170000002,98043,39.99000168,0.090000004,3,119.9700012,99.58000183,8.760000229,East of USA,Pensilvania,SUSPECTED_FRAUD,19134,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,7/29/2016 6:01,Standard Class,7/27/2016 6:01
65,TRANSFER,4,4,36.36999893,74.22000122,Shipping canceled,0,40,Accessories,Ewa Beach,Estados Unidos,XXXXXXXXX,Bruce,11018,Smith,XXXXXXXXX,Consumer,HI,9595 Blue Promenade,96706,6,Outdoors,21.31185532,-158.0046844,USCA,Des Plaines,Estados Unidos,11018,38598,893,0.75,0.01,96337,24.98999977,0.49000001,3,74.97000122,74.22000122,36.36999893,US Center ,Illinois,SUSPECTED_FRAUD,60016,893,40,,http://images.acmesports.sports/Team+Golf+Pittsburgh+Steelers+Putter+Grip,Team Golf Pittsburgh Steelers Putter Grip,24.98999977,0,7/21/2016 10:14,Standard Class,7/17/2016 10:14
66,TRANSFER,6,4,18.12999916,40.29000092,Shipping canceled,0,41,Trade-In,Lakewood,Estados Unidos,XXXXXXXXX,Mary,3222,Williams,XXXXXXXXX,Consumer,NJ,1790 Noble Brook Run,8701,6,Outdoors,40.09635925,-74.21524048,USCA,Elmhurst,Estados Unidos,3222,37845,924,7.679999828,0.159999996,94445,15.98999977,0.449999988,3,47.97000122,40.29000092,18.12999916,US Center ,Illinois,SUSPECTED_FRAUD,60126,924,41,,http://images.acmesports.sports/Glove+It+Urban+Brick+Golf+Towel,Glove It Urban Brick Golf Towel,15.98999977,0,07/12/2016 10:26,Standard Class,07/06/2016 10:26
67,TRANSFER,2,4,-12.98999977,227.9600067,Shipping canceled,0,17,Cleats,Rome,Estados Unidos,XXXXXXXXX,Melissa,6246,Ramirez,XXXXXXXXX,Consumer,NY,2459 Round Spring Towers,13440,4,Apparel,43.21662521,-75.45603943,Africa,Antananarivo,Madagascar,6246,42331,365,12,0.050000001,105703,59.99000168,-0.059999999,4,239.9600067,227.9600067,-12.98999977,East Africa,Analamanga,CANCELED,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,09/11/2016 22:05,Standard Class,09/09/2016 22:05
68,TRANSFER,6,4,74.04000092,203.9700012,Shipping canceled,0,17,Cleats,Vista,Estados Unidos,XXXXXXXXX,Gregory,8741,Smith,XXXXXXXXX,Consumer,CA,690 Colonial Pine Passage,92083,4,Apparel,33.21121979,-117.2510605,Africa,Algiers,Argelia,8741,41345,365,35.99000168,0.150000006,103211,59.99000168,0.360000014,4,239.9600067,203.9700012,74.04000092,North Africa,Alger,CANCELED,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,09/01/2016 12:38,Standard Class,8/26/2016 12:38
69,TRANSFER,4,4,90,200,Shipping canceled,0,24,Women's Apparel,Fort Worth,Estados Unidos,XXXXXXXXX,Elizabeth,8050,Smith,XXXXXXXXX,Consumer,TX,739 Jagged Goose Street,76106,5,Golf,32.8013916,-97.3302536,Africa,Monrovia,Liberia,8050,51168,502,0,0,127882,50,0.449999988,4,200,200,90,West Africa,Montserrado,CANCELED,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,1/20/2017 22:04,Standard Class,1/16/2017 22:04
70,TRANSFER,5,4,85.05000305,189,Shipping canceled,0,24,Women's Apparel,Fond Du Lac,Estados Unidos,XXXXXXXXX,Mary,5474,Sanchez,XXXXXXXXX,Consumer,WI,29 Gentle Spring Mews,54935,5,Golf,43.78569031,-88.47438049,Africa,Jartum,Sudán,5474,43599,502,11,0.059999999,108885,50,0.449999988,4,200,189,85.05000305,North Africa,Jartum,CANCELED,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,10/03/2016 10:19,Standard Class,9/28/2016 10:19
71,TRANSFER,2,4,3.039999962,79.97000122,Shipping canceled,0,40,Accessories,Philadelphia,Estados Unidos,XXXXXXXXX,Mary,474,Patton,XXXXXXXXX,Consumer,PA,5532 Tawny Pines,19139,6,Outdoors,39.79661942,-75.47006989,Africa,Gagnoa,Costa de Marfil,474,41901,905,19.98999977,0.200000003,104591,24.98999977,0.039999999,4,99.95999908,79.97000122,3.039999962,West Africa,Fromager,CANCELED,,905,40,,http://images.acmesports.sports/Team+Golf+Texas+Longhorns+Putter+Grip,Team Golf Texas Longhorns Putter Grip,24.98999977,0,09/05/2016 15:26,Standard Class,09/03/2016 15:26
72,TRANSFER,2,4,-266.7900085,363.9599915,Advance shipping,0,9,Cardio Equipment,Ontario,Estados Unidos,XXXXXXXXX,Mary,12255,Davis,XXXXXXXXX,Consumer,CA,4502 Hazy Run,91764,3,Footwear,34.07656479,-117.61409,Africa,Livingstone,Zambia,12255,42751,191,36,0.090000004,106706,99.98999786,-0.730000019,4,399.9599915,363.9599915,-266.7900085,East Africa,Meridional,PENDING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,9/18/2016 1:13,Standard Class,9/16/2016 1:13
73,TRANSFER,4,4,64.79000092,239.9600067,Shipping on time,0,17,Cleats,Oviedo,Estados Unidos,XXXXXXXXX,Mark,10288,Smith,XXXXXXXXX,Consumer,FL,6026 Stony Elk Hill,32765,4,Apparel,28.62217712,-81.20755768,Africa,Fes,Marruecos,10288,45088,365,0,0,112591,59.99000168,0.270000011,4,239.9600067,239.9600067,64.79000092,North Africa,Fez-Bulmán,PENDING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,10/24/2016 3:59,Standard Class,10/20/2016 3:59
74,TRANSFER,2,4,92.97000122,226.7599945,Advance shipping,0,17,Cleats,Oceanside,Estados Unidos,XXXXXXXXX,Walter,4533,Chavez,XXXXXXXXX,Consumer,CA,990 Dewy Crest,92056,4,Apparel,33.18587494,-117.3658524,Africa,Hurghada,Egipto,4533,42101,365,13.19999981,0.059999999,105115,59.99000168,0.409999996,4,239.9600067,226.7599945,92.97000122,North Africa,Al Bahr al Ahmar,PENDING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,09/08/2016 13:30,Standard Class,09/06/2016 13:30
75,TRANSFER,4,4,45,155.1600037,Shipping on time,0,29,Shop By Sport,Granite City,Estados Unidos,XXXXXXXXX,Pamela,8519,Michael,XXXXXXXXX,Consumer,IL,1585 Stony Rabbit Hollow,62040,5,Golf,38.69002152,-90.14477539,Africa,Niamey,Níger,8519,42023,627,4.800000191,0.029999999,104898,39.99000168,0.289999992,4,159.9600067,155.1600037,45,West Africa,Niamey,PENDING,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,09/09/2016 10:10,Standard Class,09/05/2016 10:10
76,TRANSFER,3,4,31.25,111.5999985,Advance shipping,0,26,Girls' Apparel,Pomona,Estados Unidos,XXXXXXXXX,Mary,3594,Smith,XXXXXXXXX,Consumer,CA,830 Clear Sky Vale,91766,5,Golf,34.04991913,-117.7161026,Africa,Pretoria,SudAfrica,3594,41827,564,8.399999619,0.07,104416,30,0.280000001,4,120,111.5999985,31.25,Southern Africa,Gauteng,PENDING,,564,26,,http://images.acmesports.sports/Nike+Men%27s+Deutschland+Weltmeister+Winners+Black+T-Shirt,Nike Men's Deutschland Weltmeister Winners Bl,30,0,09/05/2016 13:30,Standard Class,09/02/2016 13:30
77,TRANSFER,4,4,-459,170,Shipping on time,0,24,Women's Apparel,Tempe,Estados Unidos,XXXXXXXXX,Christian,9890,Luna,XXXXXXXXX,Consumer,AZ,2833 Clear Valley,85281,5,Golf,33.41519928,-111.9199905,Africa,Marrakech,Marruecos,9890,47193,502,30,0.150000006,117955,50,-2.700000048,4,200,170,-459,North Africa,Marrakech-Tensift-Al Hauz,PENDING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,11/23/2016 21:27,Standard Class,11/19/2016 21:27
78,TRANSFER,2,4,-248,160,Advance shipping,0,24,Women's Apparel,Santa Ana,Estados Unidos,XXXXXXXXX,Mary,1410,Smith,XXXXXXXXX,Consumer,CA,4682 Cozy Freeway,92703,5,Golf,33.74279404,-117.8847504,Africa,Bur Sudan,Sudán,1410,42626,502,40,0.200000003,106390,50,-1.549999952,4,200,160,-248,North Africa,Mar Rojo,PENDING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,9/16/2016 5:26,Standard Class,9/14/2016 5:26
79,TRANSFER,4,4,46.29000092,94.45999908,Shipping on time,0,40,Accessories,Aurora,Estados Unidos,XXXXXXXXX,Mary,2106,Grimes,XXXXXXXXX,Consumer,CO,231 Bright Alley,80010,6,Outdoors,39.74543381,-104.8753815,Africa,Lagos,Nigeria,2106,48468,885,5.5,0.059999999,121217,24.98999977,0.49000001,4,99.95999908,94.45999908,46.29000092,West Africa,Lagos,PENDING,,885,40,,http://images.acmesports.sports/Team+Golf+St.+Louis+Cardinals+Putter+Grip,Team Golf St. Louis Cardinals Putter Grip,24.98999977,0,12/12/2016 12:08,Standard Class,12/08/2016 12:08
80,TRANSFER,3,4,178.5800018,379.9599915,Advance shipping,0,9,Cardio Equipment,Saint Paul,Estados Unidos,XXXXXXXXX,Paul,2041,Garcia,XXXXXXXXX,Consumer,MN,1070 Dusty Beacon Maze,55124,3,Footwear,44.72552109,-93.20613098,Africa,Shinyanga,Tanzania,2041,42882,191,20,0.050000001,107084,99.98999786,0.469999999,4,399.9599915,379.9599915,178.5800018,East Africa,Shinyanga,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,9/20/2016 23:07,Standard Class,9/17/2016 23:07
81,TRANSFER,3,4,167.4199982,363.9599915,Advance shipping,0,9,Cardio Equipment,San Antonio,Estados Unidos,XXXXXXXXX,Stephen,7537,Lee,XXXXXXXXX,Consumer,TX,469 Crystal Anchor Mountain,78201,3,Footwear,29.45598984,-98.52809143,Africa,Kismaayo,Somalia,7537,46827,191,36,0.090000004,117074,99.98999786,0.460000008,4,399.9599915,363.9599915,167.4199982,East Africa,Jubbada Hoose,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,11/17/2016 13:14,Standard Class,11/14/2016 13:14
82,TRANSFER,2,4,-82.01000214,351.9599915,Advance shipping,0,9,Cardio Equipment,Philadelphia,Estados Unidos,XXXXXXXXX,Samuel,7967,Jones,XXXXXXXXX,Consumer,PA,7007 Quiet Via,19149,3,Footwear,40.03775024,-75.06806183,Africa,Cairo,Egipto,7967,46416,191,48,0.119999997,116042,99.98999786,-0.230000004,4,399.9599915,351.9599915,-82.01000214,North Africa,El Cairo,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,11/10/2016 13:14,Standard Class,11/08/2016 13:14
83,TRANSFER,4,4,91.79000092,339.9700012,Shipping on time,0,9,Cardio Equipment,Bronx,Estados Unidos,XXXXXXXXX,Larry,1758,King,XXXXXXXXX,Consumer,NY,2515 Burning Boulevard,10466,3,Footwear,40.86353684,-73.87049866,Africa,Newcastle,SudAfrica,1758,47343,191,59.99000168,0.150000006,118360,99.98999786,0.270000011,4,399.9599915,339.9700012,91.79000092,Southern Africa,KwaZulu-Natal,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,11/26/2016 2:00,Standard Class,11/22/2016 2:00
84,DEBIT,2,4,40.56000137,124.7900009,Advance shipping,0,18,Men's Footwear,Greenville,Estados Unidos,XXXXXXXXX,Peter,7884,Smith,XXXXXXXXX,Corporate,NC,2127 Cozy Deer Bank,27858,4,Apparel,35.60034943,-77.33486939,Pacific Asia,Estambul,Turquía,7884,41686,403,5.199999809,0.039999999,104060,129.9900055,0.330000013,1,129.9900055,124.7900009,40.56000137,West Asia,Estambul,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,09/02/2016 12:06,Standard Class,8/31/2016 12:06
85,DEBIT,2,4,41.18000031,124.7900009,Advance shipping,0,18,Men's Footwear,Morristown,Estados Unidos,XXXXXXXXX,Diana,289,Richards,XXXXXXXXX,Corporate,NJ,3593 Easy Embers Field,7960,4,Apparel,40.80119324,-74.48561096,Pacific Asia,Jerusalén,Israel,289,41896,403,5.199999809,0.039999999,104577,129.9900055,0.330000013,1,129.9900055,124.7900009,41.18000031,West Asia,Jerusalén,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,09/05/2016 13:41,Standard Class,09/03/2016 13:41
